Merke,Produkt,Farge,EAN i Shopify,Pris,Strikkefryd,Garnkilden,Kobling
Ístex,Léttlopi,0005 Black heather,5690866300052,69.00,40,,EAN
Ístex,Léttlopi,0051 White,5690866300519,69.00,46,,EAN
Ístex,Léttlopi,0052 Black sheep,5690866300526,69.00,27,,EAN
Ístex,Léttlopi,0053 Acorn,5690866300533,69.00,19,,EAN
Ístex,Léttlopi,0054 Ash,5690866300540,69.00,45,,EAN
Ístex,Léttlopi,0056 Light grey,5690866300564,69.00,39,,EAN
Ístex,Léttlopi,0057 Grey,5690866300571,69.00,32,,EAN
Ístex,Léttlopi,0058 Dark grey,5690866300588,69.00,27,,EAN
Ístex,Léttlopi,0059 Black,5690866300595,69.00,31,,EAN
Ístex,Léttlopi,0085 Oatmeal,5690866300854,69.00,20,,EAN
Ístex,Léttlopi,0086 Light beige,5690866300861,69.00,20,,EAN
Ístex,Léttlopi,0867 Chocolate,5690866308676,69.00,31,,EAN
Ístex,Léttlopi,1402 Heaven blue,5690866314028,69.00,28,,EAN
Ístex,Léttlopi,1403 Lapis blue,5690866314035,69.00,21,,EAN
Ístex,Léttlopi,1404 Glacier blue,5690866314042,69.00,48,,EAN
Ístex,Léttlopi,1405 Bottle green,5690866314059,69.00,43,,EAN
Ístex,Léttlopi,1406 Spring green,5690866314066,69.00,14,,EAN
Ístex,Léttlopi,1407 Pine green,5690866314073,69.00,38,,EAN
Ístex,Léttlopi,1409 Garnet red,5690866314097,69.00,26,,EAN
Ístex,Léttlopi,1412 Pink,5690866314127,69.00,21,,EAN
Ístex,Léttlopi,1414 Violet,5690866314141,69.00,14,,EAN
Ístex,Léttlopi,1415 Rough sea,5690866314158,69.00,25,,EAN
Ístex,Léttlopi,1416 Moor,5690866314165,69.00,27,,EAN
Ístex,Léttlopi,1417 Frostbite,5690866314172,69.00,19,,EAN
Ístex,Léttlopi,1418 Straw,5690866314189,69.00,19,,EAN
Ístex,Léttlopi,1419 Barley,5690866314196,69.00,38,,EAN
Ístex,Léttlopi,1420 Murky,5690866314202,69.00,43,,EAN
Ístex,Léttlopi,1700 Air blue,5690866317005,69.00,41,,EAN
Ístex,Léttlopi,1701 Fjord blue,5690866317012,69.00,21,,EAN
Ístex,Léttlopi,1702 Milkyway,5690866317029,69.00,19,,EAN
Ístex,Léttlopi,1703 Mimosa,5690866317036,69.00,16,,EAN
Ístex,Léttlopi,1704 Apricot,5690866317043,69.00,13,,EAN
Ístex,Léttlopi,1705 Royal fuchsia,5690866317050,69.00,29,,EAN
Ístex,Léttlopi,1706 Lyme grass,5690866317067,69.00,34,,EAN
Ístex,Léttlopi,1707 Galaxy,5690866317074,69.00,28,,EAN
Ístex,Léttlopi,9418 Stone blue,5690866394181,69.00,22,,EAN
Ístex,Léttlopi,9419 Ocean blue,5690866394198,69.00,29,,EAN
Ístex,Léttlopi,9420 Navy blue,5690866394204,69.00,20,,EAN
Ístex,Léttlopi,9421 Celery green,5690866394211,69.00,31,,EAN
Ístex,Léttlopi,9423 Lagoon,5690866394235,69.00,32,,EAN
Ístex,Léttlopi,9426 Golden,5690866394266,69.00,15,,EAN
Ístex,Léttlopi,9427 Rust,5690866394273,69.00,33,,EAN
Ístex,Léttlopi,9431 Brick,5690866394310,69.00,22,,EAN
Ístex,Léttlopi,9432 Grape,5690866394327,69.00,39,,EAN
Ístex,Léttlopi,9434 Crimson red,5690866394341,69.00,18,,EAN
Cardiff Cashmere,Classic,501 Neve,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,509 Silver,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,511 Brown,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,516 Nero,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,517 Hermes,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,518 Piombo,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,543 Jungle,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,544 Cristobal,,210.00,alias,,alias
Cardiff Cashmere,Classic,548 Cammeo,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,550 Tadao,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,599 Panna,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,603 Muji,,210.00,alias,,alias
Cardiff Cashmere,Classic,622 Corteccia,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,623 Candido,,210.00,alias,,alias
Cardiff Cashmere,Classic,628 Granata,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,638 Indaco,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,643 Cacao,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,644 Baby,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,647 Cosmo,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,662 Marilyn,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,666 Zar,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,709 Life,,210.00,alias,,alias
Cardiff Cashmere,Classic,710 Fuji,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,711 Sakura,,210.00,alias,alias,alias
Cardiff Cashmere,Classic,714 Scarlatta,,210.00,alias,,alias
Cardiff Cashmere,Classic,716 Hashi,,210.00,alias,,alias
Cardiff Cashmere,Classic,718 Buthan,,210.00,alias,,alias
Cardiff Cashmere,Classic,303 Touch,,215.00,,alias,alias
Cardiff Cashmere,Classic,305 Neon,,215.00,,alias,alias
Cardiff Cashmere,Classic,306,,215.00,,alias,alias
Cardiff Cashmere,Classic,307 Blazer,,215.00,,alias,alias
Cardiff Cashmere,Classic,310 Amor,,215.00,,alias,alias
Cardiff Cashmere,Classic,311 Dancing,,215.00,,alias,alias
Cardiff Cashmere,Classic,312 Polo,,215.00,,alias,alias
Cardiff Cashmere,Classic,520 Antracite,,215.00,,alias,alias
Cardiff Cashmere,Classic,546 Hoshi,,215.00,,alias,alias
Cardiff Cashmere,Classic,591 Runner,,215.00,,alias,alias
Cardiff Cashmere,Classic,601 Uva,,215.00,,alias,alias
Cardiff Cashmere,Classic,649 Ottoman,,215.00,,alias,alias
Cardiff Cashmere,Classic,719 Vichy,,215.00,,alias,alias
Cardiff Cashmere,Classic,720 Louis,,215.00,,alias,alias
Cardiff Cashmere,Classic,722 Lacca,,215.00,,alias,alias
Cardiff Cashmere,Classic,724 Swatch,,215.00,,alias,alias
Cardiff Cashmere,Classic,739 Japan Blue,,215.00,,,INGEN
Cardiff Cashmere,Classic,733 Baobab,,215.00,,alias,alias
Cardiff Cashmere,Prime,106 Muji,9917555033056,235.00,,24,EAN
Cardiff Cashmere,Prime,108 Indaco,9917555030680,235.00,,24,EAN
Cardiff Cashmere,Prime,110 Black,,235.00,alias,alias,alias
Cardiff Cashmere,Prime,113 Cristobal,9917555026935,235.00,,18,EAN
Cardiff Cashmere,Prime,119 Mose,9917555032196,235.00,,5,EAN
Cardiff Cashmere,Prime,133 Galileo,9917555029110,235.00,,13,EAN
Cardiff Cashmere,Prime,134 Marilyn,9917555032790,235.00,,4,EAN
Cardiff Cashmere,Prime,141 Zen,9917555031519,235.00,,8,EAN
Cardiff Cashmere,Prime,177 Neve,9917555031984,235.00,,15,EAN
Cardiff Cashmere,Prime,178 Buthan,9917555027949,235.00,,27,EAN
Cardiff Cashmere,Prime,186 Cacao,,235.00,alias,alias,alias
Cardiff Cashmere,Prime,107 Gospel,,235.00,,alias,alias
Cardiff Cashmere,Prime,116 Tadao,9917555031366,235.00,,11,EAN
Cardiff Cashmere,Prime,121 Hoshi,9917555031687,235.00,,26,EAN
Cardiff Cashmere,Prime,128 Sudan,,235.00,,alias,alias
Cardiff Cashmere,Prime,130 Memphis,9917555029714,235.00,,14,EAN
Cardiff Cashmere,Prime,146 Hermes,9917555030918,235.00,,25,EAN
Cardiff Cashmere,Prime,148 Romeo,,235.00,,alias,alias
Cardiff Cashmere,Prime,161 Jasper,9917555028373,235.00,,13,EAN
Cardiff Cashmere,Prime,162 Scarlatta,,235.00,,alias,alias
Cardiff Cashmere,Prime,179 Africa,9917555032394,235.00,,6,EAN
Cardiff Cashmere,Prime,180 Jungle,,235.00,,alias,alias
Cardiff Cashmere,Prime,187 Gerbera,,235.00,,alias,alias
Cardiff Cashmere,Prime,189 Granata,,235.00,,alias,alias
Isager,Alpaca 1,1,5744003420605,103.00,,6,EAN
Isager,Alpaca 1,100,5744003420858,103.00,,16,EAN
Isager,Alpaca 1,11,5744003420681,103.00,,13,EAN
Isager,Alpaca 1,16,5744003420698,103.00,,9,EAN
Isager,Alpaca 1,17,5744003420704,103.00,,10,EAN
Isager,Alpaca 1,21,5744003420711,103.00,,6,EAN
Isager,Alpaca 1,23,5744003420728,103.00,,10,EAN
Isager,Alpaca 1,3,5744003420629,103.00,,10,EAN
Isager,Alpaca 1,30,5744003420735,103.00,,7,EAN
Isager,Alpaca 1,33,5744003420742,103.00,,12,EAN
Isager,Alpaca 1,36,5744003420759,103.00,,9,EAN
Isager,Alpaca 1,40,5744003420766,103.00,,8,EAN
Isager,Alpaca 1,46,5744003420773,103.00,,14,EAN
Isager,Alpaca 1,47,5744003420780,103.00,,10,EAN
Isager,Alpaca 1,4s,5744003420643,103.00,,20,EAN
Isager,Alpaca 1,52,5744003420797,103.00,,7,EAN
Isager,Alpaca 1,54,5744003420803,103.00,,15,EAN
Isager,Alpaca 1,56,5744003420810,103.00,,1,EAN
Isager,Alpaca 1,59,5744003420827,103.00,,10,EAN
Isager,Alpaca 1,60,5744003420834,103.00,,7,EAN
Isager,Alpaca 1,61,5744003420841,103.00,,13,EAN
Isager,Alpaca 1,E0,5744003420599,103.00,,15,EAN
Isager,Alpaca 1,E2s,5744003420612,103.00,,11,EAN
Isager,Alpaca 1,E3s,5744003420636,103.00,,10,EAN
Isager,Alpaca 1,E4s,5744003420650,103.00,,16,EAN
Isager,Alpaca 1,E6s,5744003425624,103.00,,23,EAN
Isager,Alpaca 1,E7s,5744003420667,103.00,,17,EAN
Isager,Alpaca 1,E8s,5744003420674,103.00,,11,EAN
Isager,Alpaca 1,Forest,5744003420865,103.00,,10,EAN
Isager,Alpaca 1,Midnight,5744003420872,103.00,,6,EAN
Isager,Alpaca 1,Peach,5744003420889,103.00,,15,EAN
Isager,Alpaca 1,Sky,5744003420896,103.00,,17,EAN
Isager,Alpaca 1,Thyme,5744003420902,103.00,,15,EAN
Isager,Alpaca 2,1,5744003420926,93.00,,10,EAN
Isager,Alpaca 2,100,5744003421176,93.00,,7,EAN
Isager,Alpaca 2,11,5744003421008,93.00,,13,EAN
Isager,Alpaca 2,16,5744003421015,93.00,,10,EAN
Isager,Alpaca 2,17,5744003421022,93.00,,10,EAN
Isager,Alpaca 2,21,5744003421039,93.00,,13,EAN
Isager,Alpaca 2,23,5744003421046,93.00,,10,EAN
Isager,Alpaca 2,3,5744003420940,93.00,,10,EAN
Isager,Alpaca 2,30,5744003421053,93.00,,18,EAN
Isager,Alpaca 2,33,5744003421060,93.00,,9,EAN
Isager,Alpaca 2,36,5744003421077,93.00,,16,EAN
Isager,Alpaca 2,40,5744003421084,93.00,,15,EAN
Isager,Alpaca 2,46,5744003421091,93.00,,9,EAN
Isager,Alpaca 2,47,5744003421107,93.00,,9,EAN
Isager,Alpaca 2,4s,5744003420964,93.00,,13,EAN
Isager,Alpaca 2,52,5744003421114,93.00,,20,EAN
Isager,Alpaca 2,54,5744003421121,93.00,,9,EAN
Isager,Alpaca 2,56,5744003421138,93.00,,6,EAN
Isager,Alpaca 2,59,5744003421145,93.00,,10,EAN
Isager,Alpaca 2,60,5744003421152,93.00,,19,EAN
Isager,Alpaca 2,61,5744003421169,93.00,,20,EAN
Isager,Alpaca 2,E0,5744003420919,93.00,,22,EAN
Isager,Alpaca 2,E2s,5744003420933,93.00,,20,EAN
Isager,Alpaca 2,E3s,5744003420957,93.00,,12,EAN
Isager,Alpaca 2,E4s,5744003420971,93.00,,17,EAN
Isager,Alpaca 2,E6s,5744003425631,93.00,,15,EAN
Isager,Alpaca 2,E7s,5744003420988,93.00,,13,EAN
Isager,Alpaca 2,E8s,5744003420995,93.00,,13,EAN
Isager,Alpaca 2,Forest,5744003421183,93.00,,10,EAN
Isager,Alpaca 2,Midnight,5744003421190,93.00,,10,EAN
Isager,Alpaca 2,Peach,5744003421206,93.00,,1,EAN
Isager,Alpaca 2,Sky,5744003421213,93.00,,15,EAN
Isager,Alpaca 2,Thyme,5744003421220,93.00,,20,EAN
Isager,Alpaca 3,1,5744003421244,103.00,,36,EAN
Isager,Alpaca 3,100,5744003422906,103.00,,13,EAN
Isager,Alpaca 3,18,5744003421275,103.00,,18,EAN
Isager,Alpaca 3,30,5744003421282,103.00,,16,EAN
Isager,Alpaca 3,33,5744003421299,103.00,,14,EAN
Isager,Alpaca 3,42,5744003421305,103.00,,24,EAN
Isager,Alpaca 3,43,5744003421312,103.00,,22,EAN
Isager,Alpaca 3,47,5744003425464,103.00,,9,EAN
Isager,Alpaca 3,59,5744003421329,103.00,,19,EAN
Isager,Alpaca 3,E0,5744003421237,103.00,,18,EAN
Isager,Alpaca 3,E2s,5744003421251,103.00,,12,EAN
Isager,Alpaca 3,E4s,5744003425457,103.00,,15,EAN
Isager,Alpaca 3,E6s,5744003422890,103.00,,4,EAN
Isager,Alpaca 3,E8s,5744003421268,103.00,,6,EAN
Isager,Alpaca 3,Sky,5744003425471,103.00,,47,EAN
Isager,Alpaca 3,Thyme,5744003425488,103.00,,17,EAN
Isager,Bomulin,0,5744003422029,83.00,,21,EAN
Isager,Bomulin,1,5744003422036,83.00,,10,EAN
Isager,Bomulin,13,5744003422043,83.00,,25,EAN
Isager,Bomulin,16,5744003422050,83.00,,10,EAN
Isager,Bomulin,23,5744003422067,83.00,,20,EAN
Isager,Bomulin,30,5744003422074,83.00,,24,EAN
Isager,Bomulin,40,5744003422081,83.00,,5,EAN
Isager,Bomulin,41,5744003422098,83.00,,10,EAN
Isager,Bomulin,43,5744003422104,83.00,,19,EAN
Isager,Bomulin,46,5744003422111,83.00,,13,EAN
Isager,Bomulin,47,5744003422128,83.00,,16,EAN
Isager,Bomulin,58,5744003422135,83.00,,14,EAN
Isager,Bomulin,60,5744003422142,83.00,,3,EAN
Isager,Bomulin,62,5744003422159,83.00,,10,EAN
Isager,Highland Wool,Charcoal,5744003422449,76.00,,10,EAN
Isager,Highland Wool,Chili,5744003422456,76.00,,9,EAN
Isager,Highland Wool,Chocolate,5744003422463,76.00,,10,EAN
Isager,Highland Wool,E0,5744003422432,76.00,,13,EAN
Isager,Highland Wool,Moss,5744003422524,76.00,,5,EAN
Isager,Highland Wool,Navy,5744003423071,76.00,,10,EAN
Isager,Highland Wool,Sand,5744003422562,76.00,,20,EAN
Isager,Highland Wool,Stone,5744003422616,76.00,,10,EAN
Isager,Highland Wool,Wine,5744003422609,76.00,,14,EAN
Isager,Jensen,0,5744003424771,103.00,,18,EAN
Isager,Jensen,10,5744003425426,103.00,,18,EAN
Isager,Jensen,100,5744003424849,103.00,,23,EAN
Isager,Jensen,101,5744003424856,103.00,,15,EAN
Isager,Jensen,10s,5744003425310,103.00,,20,EAN
Isager,Jensen,13s,5744003424955,103.00,,20,EAN
Isager,Jensen,19s,5744003424962,103.00,,18,EAN
Isager,Jensen,26s,5744003424986,103.00,,16,EAN
Isager,Jensen,2s,5744003424870,103.00,,22,EAN
Isager,Jensen,30,5744003424795,103.00,,30,EAN
Isager,Jensen,32s,5744003425006,103.00,,17,EAN
Isager,Jensen,36s,5744003425662,103.00,,17,EAN
Isager,Jensen,3s,5744003424887,103.00,,20,EAN
Isager,Jensen,44s,5744003425020,103.00,,16,EAN
Isager,Jensen,47,5744003424818,103.00,,20,EAN
Isager,Jensen,4s,5744003424894,103.00,,20,EAN
Isager,Jensen,6s,5744003424900,103.00,,29,EAN
Isager,Jensen,7s,5744003424917,103.00,,21,EAN
Isager,Jensen,80,5744003425112,103.00,,18,EAN
Isager,Jensen,82,5744003425136,103.00,,6,EAN
Isager,Jensen,85,5744003425167,103.00,,11,EAN
Isager,Jensen,87,5744003425181,103.00,,15,EAN
Isager,Jensen,88,5744003425198,103.00,,20,EAN
Isager,Jensen,8s,5744003424924,103.00,,18,EAN
Isager,Jensen,92,5744003425235,103.00,,10,EAN
Isager,Jensen,93,5744003425242,103.00,,16,EAN
Isager,Merilin,1,5744003421718,98.00,,6,EAN
Isager,Merilin,10,5744003421749,98.00,,23,EAN
Isager,Merilin,10s,5744003422784,98.00,,11,EAN
Isager,Merilin,16,5744003421756,98.00,,10,EAN
Isager,Merilin,16s,5744003422791,98.00,,10,EAN
Isager,Merilin,1s,5744003422746,98.00,,17,EAN
Isager,Merilin,30s,5744003422807,98.00,,5,EAN
Isager,Merilin,31s,5744003422814,98.00,,9,EAN
Isager,Merilin,37s,5744003422821,98.00,,10,EAN
Isager,Merilin,3s,5744003422753,98.00,,7,EAN
Isager,Merilin,43,5744003421800,98.00,,16,EAN
Isager,Merilin,43s,5744003422838,98.00,,13,EAN
Isager,Merilin,4s,5744003422760,98.00,,14,EAN
Isager,Merilin,59,5744003421831,98.00,,12,EAN
Isager,Merilin,59s,5744003422845,98.00,,15,EAN
Isager,Merilin,61,5744003421848,98.00,,20,EAN
Isager,Merilin,70,5744003421862,98.00,,12,EAN
Isager,Merilin,7s,5744003421725,98.00,,17,EAN
Isager,Merilin,9,5744003421732,98.00,,30,EAN
Isager,Merilin,9s,5744003422777,98.00,,22,EAN
Isager,Merilin,E0,5744003421701,98.00,,4,EAN
Isager,Palet,Blush,5744003423439,108.00,,15,EAN
Isager,Palet,Bottle Green,5744003423446,108.00,,10,EAN
Isager,Palet,Camel,5744003423453,108.00,,10,EAN
Isager,Palet,Frost,5744003423460,108.00,,10,EAN
Isager,Palet,Granite,5744003423477,108.00,,10,EAN
Isager,Palet,Green Tea,5744003423484,108.00,,10,EAN
Isager,Palet,Indigo,5744003423491,108.00,,10,EAN
Isager,Palet,Ink,5744003423507,108.00,,30,EAN
Isager,Palet,Linen,5744003423514,108.00,,21,EAN
Isager,Palet,Navy,5744003423521,108.00,,11,EAN
Isager,Palet,Nougat,5744003423538,108.00,,10,EAN
Isager,Palet,Powder,5744003423545,108.00,,12,EAN
Isager,Palet,Sage,5744003423552,108.00,,10,EAN
Isager,Palet,White,5744003423569,108.00,,0,EAN
Isager,Soft,10,5744003423293,93.00,,14,EAN
Isager,Soft,100,5744003423347,93.00,,25,EAN
Isager,Soft,12,5744003425716,93.00,,23,EAN
Isager,Soft,28,5744003423309,93.00,,20,EAN
Isager,Soft,30,5744003423316,93.00,,38,EAN
Isager,Soft,33,5744003425723,93.00,,10,EAN
Isager,Soft,37,5744003423323,93.00,,10,EAN
Isager,Soft,58,5744003423330,93.00,,17,EAN
Isager,Soft Fine,1,5744003425532,103.00,,19,EAN
Isager,Soft Fine,100,5744003425419,103.00,,9,EAN
Isager,Soft Fine,11,5744003425372,103.00,,20,EAN
Isager,Soft Fine,12,5744003425563,103.00,,19,EAN
Isager,Soft Fine,28,5744003425389,103.00,,14,EAN
Isager,Soft Fine,E2s,5744003425327,103.00,,14,EAN
Isager,Soft Fine,3,5744003425549,103.00,,19,EAN
Isager,Soft Fine,30,5744003425396,103.00,,16,EAN
Isager,Soft Fine,35,5744003425402,103.00,,13,EAN
Isager,Soft Fine,36,5744003425518,103.00,,15,EAN
Isager,Soft Fine,37,5744003425556,103.00,,0,EAN
Isager,Soft Fine,54,5744003425495,103.00,,16,EAN
Isager,Soft Fine,57,5744003425501,103.00,,11,EAN
Isager,Soft Fine,62,5744003425525,103.00,,20,EAN
Isager,Soft Fine,E4s,5744003425334,103.00,,20,EAN
Isager,Soft Fine,E6s,5744003425341,103.00,,26,EAN
Isager,Soft Fine,E7s,5744003425358,103.00,,34,EAN
Isager,Soft Fine,E8s,5744003425365,103.00,,20,EAN
Isager,Spinni,0,5744003423576,101.00,,16,EAN
Isager,Spinni,10,5744003423606,101.00,,10,EAN
Isager,Spinni,100,5744003423835,101.00,,16,EAN
Isager,Spinni,101,5744003423842,101.00,,14,EAN
Isager,Spinni,11s,5744003423934,101.00,,10,EAN
Isager,Spinni,15s,5744003423965,101.00,,6,EAN
Isager,Spinni,16,5744003423613,101.00,,10,EAN
Isager,Spinni,19,5744003423637,101.00,,6,EAN
Isager,Spinni,22s,5744003423996,101.00,,8,EAN
Isager,Spinni,25s,5744003424016,101.00,,10,EAN
Isager,Spinni,26,5744003423668,101.00,,10,EAN
Isager,Spinni,28,5744003423675,101.00,,10,EAN
Isager,Spinni,28s,5744003424047,101.00,,12,EAN
Isager,Spinni,29s,5744003424054,101.00,,14,EAN
Isager,Spinni,2s,5744003423866,101.00,,12,EAN
Isager,Spinni,3,,101.00,,,INGEN
Isager,Spinni,30,5744003423682,101.00,,16,EAN
Isager,Spinni,32s,5744003424061,101.00,,14,EAN
Isager,Spinni,33s,5744003424078,101.00,,15,EAN
Isager,Spinni,34,5744003423705,101.00,,6,EAN
Isager,Spinni,36s,5744003425655,101.00,,10,EAN
Isager,Spinni,37s,5744003424092,101.00,,9,EAN
Isager,Spinni,39s,5744003424108,101.00,,10,EAN
Isager,Spinni,3s,5744003423873,101.00,,10,EAN
Isager,Spinni,47,5744003423750,101.00,,10,EAN
Isager,Spinni,52s,5744003424139,101.00,,10,EAN
Isager,Spinni,55,5744003423774,101.00,,10,EAN
Isager,Spinni,56s,5744003424146,101.00,,9,EAN
Isager,Spinni,58,5744003423781,101.00,,14,EAN
Isager,Spinni,61s,5744003424160,101.00,,10,EAN
Isager,Spinni,62,5744003423811,101.00,,9,EAN
Isager,Spinni,6s,5744003423897,101.00,,5,EAN
Isager,Spinni,7s,5744003423903,101.00,,10,EAN
Isager,Spinni,8s,5744003423910,101.00,,24,EAN
Isager,Trio 1,Blush,5744003422210,97.00,,13,EAN
Isager,Trio 1,Bordeaux,5744003422227,97.00,,18,EAN
Isager,Trio 1,Bottle Green,5744003422234,97.00,,10,EAN
Isager,Trio 1,Camel,5744003422241,97.00,,8,EAN
Isager,Trio 1,Chestnut,5744003422258,97.00,,8,EAN
Isager,Trio 1,Frost,5744003422265,97.00,,11,EAN
Isager,Trio 1,Granite,5744003422272,97.00,,8,EAN
Isager,Trio 1,Green Tea,5744003422289,97.00,,9,EAN
Isager,Trio 1,Indigo,5744003422296,97.00,,16,EAN
Isager,Trio 1,Ink,5744003422302,97.00,,9,EAN
Isager,Trio 1,Linen,5744003422333,97.00,,37,EAN
Isager,Trio 1,Navy,5744003422340,97.00,,13,EAN
Isager,Trio 1,Nougat,5744003422357,97.00,,13,EAN
Isager,Trio 1,Petroleum,5744003422364,97.00,,10,EAN
Isager,Trio 1,Powder,5744003422371,97.00,,13,EAN
Isager,Trio 1,Sage,5744003422388,97.00,,10,EAN
Isager,Trio 1,Sky,5744003422395,97.00,,13,EAN
Isager,Trio 1,Strawberry,5744003422401,97.00,,16,EAN
Isager,Trio 1,Thyme,5744003422418,97.00,,20,EAN
Isager,Trio 1,White,5744003422425,97.00,,12,EAN
Isager,Trio 2,Blush,5744003422623,97.00,,10,EAN
Isager,Trio 2,Bordeaux,5744003422630,97.00,,14,EAN
Isager,Trio 2,Bottle Green,5744003422647,97.00,,10,EAN
Isager,Trio 2,Camel,5744003423132,97.00,,21,EAN
Isager,Trio 2,Chestnut,5744003423149,97.00,,16,EAN
Isager,Trio 2,Granite,5744003423156,97.00,,6,EAN
Isager,Trio 2,Green Tea,5744003422661,97.00,,1,EAN
Isager,Trio 2,Indigo,5744003422678,97.00,,10,EAN
Isager,Trio 2,Ink,5744003422975,97.00,,3,EAN
Isager,Trio 2,Khaki,5744003423163,97.00,,20,EAN
Isager,Trio 2,Lemon,5744003422685,97.00,,8,EAN
Isager,Trio 2,Linen,5744003422692,97.00,,18,EAN
Isager,Trio 2,Navy,5744003422708,97.00,,20,EAN
Isager,Trio 2,Nougat,5744003423170,97.00,,21,EAN
Isager,Trio 2,Petroleum,5744003423187,97.00,,10,EAN
Isager,Trio 2,Powder,5744003422715,97.00,,16,EAN
Isager,Trio 2,Sage,5744003422722,97.00,,9,EAN
Isager,Trio 2,Sky,5744003423194,97.00,,15,EAN
Isager,Trio 2,Strawberry,5744003422739,97.00,,13,EAN
Isager,Trio 2,Thyme,5744003423200,97.00,,10,EAN
Isager,Tvinni,0,5744003424177,119.00,,35,EAN
Isager,Tvinni,10,5744003424207,119.00,,10,EAN
Isager,Tvinni,100,5744003424436,119.00,,10,EAN
Isager,Tvinni,101,5744003424443,119.00,,10,EAN
Isager,Tvinni,11s,5744003424535,119.00,,10,EAN
Isager,Tvinni,15s,5744003424566,119.00,,4,EAN
Isager,Tvinni,16,5744003424214,119.00,,10,EAN
Isager,Tvinni,19,5744003424238,119.00,,6,EAN
Isager,Tvinni,22,5744003424245,119.00,,4,EAN
Isager,Tvinni,22s,5744003424597,119.00,,10,EAN
Isager,Tvinni,25s,5744003424610,119.00,,16,EAN
Isager,Tvinni,26,5744003424269,119.00,,10,EAN
Isager,Tvinni,28,5744003424276,119.00,,18,EAN
Isager,Tvinni,28s,5744003424641,119.00,,13,EAN
Isager,Tvinni,29s,5744003424658,119.00,,10,EAN
Isager,Tvinni,2s,5744003424467,119.00,,10,EAN
Isager,Tvinni,30,5744003424283,119.00,,17,EAN
Isager,Tvinni,32s,5744003424665,119.00,,17,EAN
Isager,Tvinni,33s,5744003424672,119.00,,8,EAN
Isager,Tvinni,34,5744003424306,119.00,,16,EAN
Isager,Tvinni,37s,5744003424696,119.00,,10,EAN
Isager,Tvinni,39s,5744003424702,119.00,,9,EAN
Isager,Tvinni,3s,5744003424474,119.00,,20,EAN
Isager,Tvinni,4,5744003424191,119.00,,10,EAN
Isager,Tvinni,40s,5744003424719,119.00,,10,EAN
Isager,Tvinni,44,5744003424337,119.00,,10,EAN
Isager,Tvinni,47,5744003424351,119.00,,10,EAN
Isager,Tvinni,52s,5744003424733,119.00,,10,EAN
Isager,Tvinni,55,5744003424375,119.00,,10,EAN
Isager,Tvinni,56s,5744003424740,119.00,,10,EAN
Isager,Tvinni,58,5744003424382,119.00,,20,EAN
Isager,Tvinni,60s,5744003424757,119.00,,10,EAN
Isager,Tvinni,61s,5744003424764,119.00,,10,EAN
Isager,Tvinni,62,5744003424412,119.00,,10,EAN
Isager,Tvinni,6s,5744003424498,119.00,,13,EAN
Isager,Tvinni,7s,5744003424504,119.00,,19,EAN
Isager,Tvinni,8s,5744003424511,119.00,,22,EAN
Isager,Tweed,Autumn,5744003421336,102.00,,9,EAN
Isager,Tweed,Bottle Green,5744003421343,102.00,,6,EAN
Isager,Tweed,Charcoal,5744003421350,102.00,,27,EAN
Isager,Tweed,Chocolate,5744003421367,102.00,,22,EAN
Isager,Tweed,Denim,5744003421374,102.00,,10,EAN
Isager,Tweed,Granite,5744003421381,102.00,,7,EAN
Isager,Tweed,Lemon,5744003421398,102.00,,4,EAN
Isager,Tweed,Lime,5744003421404,102.00,,7,EAN
Isager,Tweed,Moss,5744003421411,102.00,,12,EAN
Isager,Tweed,Mustard,5744003421428,102.00,,7,EAN
Isager,Tweed,Navy,5744003421435,102.00,,12,EAN
Isager,Tweed,North Sea,5744003421442,102.00,,9,EAN
Isager,Tweed,Oak,5744003421459,102.00,,34,EAN
Isager,Tweed,Paprika,,102.00,,alias,alias
Isager,Tweed,Plum,5744003421480,102.00,,10,EAN
Isager,Tweed,Purple,5744003421473,102.00,,5,EAN
Isager,Tweed,Rasberry,5744003421497,102.00,,10,EAN
Isager,Tweed,Raw White,5744003421503,102.00,,6,EAN
Isager,Tweed,Sand,5744003421510,102.00,,25,EAN
Isager,Tweed,Topaz,5744003421534,102.00,,9,EAN
Isager,Tweed,Turquoise,5744003421541,102.00,,9,EAN
