status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
INGEN;Tinde pelsullgarn;652135 mellomblå;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652122 rødgul;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652119 gul;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652118 olivengrønn;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652116 mørk brun;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652113 lys dongeriblå;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652109 svart;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652108 oker;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652107 lime;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652106 turkis;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652105 petrol;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652103 cognac;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652102 lys brun;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652101 beige;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652115 naturgrå;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652114 mørk rosa;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652110 rosa;linje ikke hos SF;;
INGEN;Tinde pelsullgarn;652104 burgunder;linje ikke hos SF;;
INGEN;Vilja;olive-noir Olive Noir;farge ikke hos SF;;
INGEN;Vilja;370 Flamingo;farge ikke hos SF;;
INGEN;Vilja;light-blush Light Blush;farge ikke hos SF;;
INGEN;Vilja;227 Old Rose;farge ikke hos SF;;
INGEN;Vilja;286 Purpur;farge ikke hos SF;;
INGEN;Vilja;238 Bramble;farge ikke hos SF;;
INGEN;Vilja;245 Bordeaux;farge ikke hos SF;;
INGEN;Vilja;807 Boysenberry (melange);farge ikke hos SF;;
INGEN;Vilja;361 Madeira Rose;farge ikke hos SF;;
INGEN;Vilja;coral-sunset Coral Sunset;farge ikke hos SF;;
INGEN;Vilja;360 Azalea;farge ikke hos SF;;
INGEN;Vilja;225 Christmas Red;farge ikke hos SF;;
INGEN;Vilja;810 Chrysanthemum (melange);farge ikke hos SF;;
INGEN;Vilja;pumpkin Pumpkin;farge ikke hos SF;;
INGEN;Vilja;237 Autumn Orange;farge ikke hos SF;;
INGEN;Vilja;827 Dijon (melange);farge ikke hos SF;;
INGEN;Vilja;352 Red Squirrel;farge ikke hos SF;;
INGEN;Vilja;285 Curry;farge ikke hos SF;;
INGEN;Vilja;367 Lemongrass;farge ikke hos SF;;
INGEN;Vilja;809 Avocado (melange);farge ikke hos SF;;
INGEN;Vilja;221 Thyme;farge ikke hos SF;;
INGEN;Vilja;244 Forest Green;farge ikke hos SF;;
INGEN;Vilja;146 Deep Sea;farge ikke hos SF;;
INGEN;Vilja;147 Hunter Green;farge ikke hos SF;;
INGEN;Vilja;808 Aqua Mist (melange);farge ikke hos SF;;
INGEN;Vilja;368 Eucalyptus;farge ikke hos SF;;
INGEN;Vilja;197 Aqua;farge ikke hos SF;;
INGEN;Vilja;819 Raindrop (melange);farge ikke hos SF;;
INGEN;Vilja;235 Ice Blue;farge ikke hos SF;;
INGEN;Vilja;231 Delphinium Blue;farge ikke hos SF;;
INGEN;Vilja;814 Storm Blue (melange);farge ikke hos SF;;
INGEN;Vilja;228 Smoke Blue;farge ikke hos SF;;
INGEN;Vilja;142 Periwinkle;farge ikke hos SF;;
INGEN;Vilja;337 Bright Cobalt;farge ikke hos SF;;
INGEN;Vilja;145 Navy Blue;farge ikke hos SF;;
INGEN;Vilja;229 Sailor Blue;farge ikke hos SF;;
INGEN;Vilja;319 Blue Violet;farge ikke hos SF;;
INGEN;Vilja;230 Lavender Mist;farge ikke hos SF;;
INGEN;Vilja;369 Slightly Purple;farge ikke hos SF;;
INGEN;Vilja;500 Black;farge ikke hos SF;;
INGEN;Vilja;404 Charcoal (melange);farge ikke hos SF;;
INGEN;Vilja;antracite Antracite;farge ikke hos SF;;
INGEN;Vilja;402 Medium Grey (melange);farge ikke hos SF;;
INGEN;Vilja;401 Light Grey (melange);farge ikke hos SF;;
INGEN;Vilja;950 Winter Grey (melange);farge ikke hos SF;;
INGEN;Vilja;100 Natural White;farge ikke hos SF;;
INGEN;Vilja;977 Marzipan (melange);farge ikke hos SF;;
INGEN;Vilja;207 Desert Sand;farge ikke hos SF;;
INGEN;Vilja;979 Pebbles (melange);farge ikke hos SF;;
INGEN;Vilja;208 Cardamom;farge ikke hos SF;;
INGEN;Vilja;976 Taupe (melange);farge ikke hos SF;;
INGEN;Vilja;302 Coffee Bean;farge ikke hos SF;;
INGEN;Vilja;409 Espresso;farge ikke hos SF;;
INGEN;Norsk villsaugarn;54115 naturgrå;linje ikke hos SF;;
INGEN;Norsk villsaugarn;5411510 naturgrå;linje ikke hos SF;;
INGEN;Finull (2);459 Marineblå;linje ikke hos SF;;
INGEN;Finull (2);482 Midnattsblå;linje ikke hos SF;;
INGEN;Finull (2);443 Mørk jeansblå;linje ikke hos SF;;
INGEN;Finull (2);4036 Jeansblå;linje ikke hos SF;;
INGEN;Finull (2);4385 Lys jeansblå;linje ikke hos SF;;
INGEN;Finull (2);437 Blå;linje ikke hos SF;;
INGEN;Finull (2);467 Kongeblå;linje ikke hos SF;;
INGEN;Finull (2);438 Bondeblå;linje ikke hos SF;;
INGEN;Finull (2);4034 Mørk Turkis;linje ikke hos SF;;
INGEN;Finull (2);4605 Turkis;linje ikke hos SF;;
INGEN;Finull (2);4705 Lys turkis;linje ikke hos SF;;
INGEN;Finull (2);483 Lys petrol;linje ikke hos SF;;
INGEN;Finull (2);451 Lys bondeblå;linje ikke hos SF;;
INGEN;Finull (2);472 Himmelblå;linje ikke hos SF;;
INGEN;Finull (2);4406 Lys blå;linje ikke hos SF;;
INGEN;Finull (2);4139 Lys blå melert;linje ikke hos SF;;
INGEN;Finull (2);4138 Pudderrosa melert;linje ikke hos SF;;
INGEN;Finull (2);4133 Lys rosa melert;linje ikke hos SF;;
INGEN;Finull (2);4135 Lys lilla melert;linje ikke hos SF;;
INGEN;Finull (2);4128 Lilla melert;linje ikke hos SF;;
INGEN;Finull (2);4126 Lyng melert;linje ikke hos SF;;
INGEN;Finull (2);4131 Dempet rød melert;linje ikke hos SF;;
INGEN;Finull (2);4120 Rød melert;linje ikke hos SF;;
INGEN;Finull (2);4132 Rustrød melert;linje ikke hos SF;;
INGEN;Finull (2);4121 Mørk orange melert;linje ikke hos SF;;
INGEN;Finull (2);4125 Okergul melert;linje ikke hos SF;;
INGEN;Finull (2);4123 Mørk petrol melert;linje ikke hos SF;;
INGEN;Finull (2);4124 Blå melert;linje ikke hos SF;;
INGEN;Finull (2);4127 Petrol melert;linje ikke hos SF;;
INGEN;Finull (2);4136 Mintgrønn melert;linje ikke hos SF;;
INGEN;Finull (2);4137 Gul melert;linje ikke hos SF;;
INGEN;Finull (2);4134 Lys gul melert;linje ikke hos SF;;
INGEN;Finull (2);4129 Mosegrønn melert;linje ikke hos SF;;
INGEN;Finull (2);4130 Grønn melert;linje ikke hos SF;;
INGEN;Finull (2);4122 Mørk grønn melert;linje ikke hos SF;;
INGEN;Finull (2);4423 Bunadsgrønn;linje ikke hos SF;;
INGEN;Finull (2);4447 Bunadsblå;linje ikke hos SF;;
INGEN;Baby Ull;0004 Lys grå melert;linje ikke hos SF;;
INGEN;Baby Ull;0010 Hvit;linje ikke hos SF;;
INGEN;Baby Ull;0017 Halvbleket hvit;linje ikke hos SF;;
INGEN;Baby Ull;0020 Ubleket hvit;linje ikke hos SF;;
INGEN;Baby Ull;0090 Svart;linje ikke hos SF;;
INGEN;Baby Ull;3841 Beige melert;linje ikke hos SF;;
INGEN;Baby Ull;4018 Rød;linje ikke hos SF;;
INGEN;Baby Ull;5755 Marine;linje ikke hos SF;;
INGEN;Baby Ull;8502 Dus gammelrosa;linje ikke hos SF;;
INGEN;Baby Ull;8506 Denim;linje ikke hos SF;;
INGEN;Baby Ull;8520 Dus jadegrønn;linje ikke hos SF;;
INGEN;Baby Ull;8532 Lys Lavendel;linje ikke hos SF;;
INGEN;Baby Ull;8537 Mintgrønn;linje ikke hos SF;;
INGEN;Baby Ull;8539 Kitt;linje ikke hos SF;;
INGEN;Baby Ull;8540 Kongeblå;linje ikke hos SF;;
INGEN;Baby Ull;8545 Kamel;linje ikke hos SF;;
INGEN;Baby Ull;8546 Karibisk blå;linje ikke hos SF;;
INGEN;Baby Ull;8552 Lys gul;linje ikke hos SF;;
INGEN;Baby Ull;8553 Tropisk blå;linje ikke hos SF;;
INGEN;Baby Ull;8554 Latte;linje ikke hos SF;;
INGEN;Baby Ull;8556 Koksgrå;linje ikke hos SF;;
INGEN;Baby Ull;8558 Lys blå;linje ikke hos SF;;
INGEN;Baby Ull;8559 Honningmelon;linje ikke hos SF;;
INGEN;Baby Ull;8560 Pudderrosa;linje ikke hos SF;;
INGEN;Baby Ull;8561 Fuksia;linje ikke hos SF;;
INGEN;Baby Ull;8562 Bordeaux;linje ikke hos SF;;
INGEN;Baby Ull;8563 Armygrønn;linje ikke hos SF;;
INGEN;KlompeLOMPE Merinoull;2025 maisgul;linje ikke hos SF;;
INGEN;Sol lamullgarn;58456 støvet oliven;linje ikke hos SF;;
INGEN;Sol lamullgarn;58454 lys burgunder;linje ikke hos SF;;
INGEN;Sol lamullgarn;58451 melert mellombrun;linje ikke hos SF;;
INGEN;Sol lamullgarn;58447 rosa;linje ikke hos SF;;
INGEN;Sol lamullgarn;58453 lys koksgrå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58452 melert mørk brun;linje ikke hos SF;;
INGEN;Sol lamullgarn;58450 melert lys brun;linje ikke hos SF;;
INGEN;Sol lamullgarn;58434 lys petrol;linje ikke hos SF;;
INGEN;Sol lamullgarn;58449 melert lys beige;linje ikke hos SF;;
INGEN;Sol lamullgarn;58427 korall;linje ikke hos SF;;
INGEN;Sol lamullgarn;58441 honning;linje ikke hos SF;;
INGEN;Sol lamullgarn;58439 brun;linje ikke hos SF;;
INGEN;Sol lamullgarn;58425 mellomblå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58420 ecru;linje ikke hos SF;;
INGEN;Sol lamullgarn;58448 melert mørk kamel;linje ikke hos SF;;
INGEN;Sol lamullgarn;58435 lys turkis;linje ikke hos SF;;
INGEN;Sol lamullgarn;58428 lys oransje;linje ikke hos SF;;
INGEN;Sol lamullgarn;58445 lys rustoransje;linje ikke hos SF;;
INGEN;Sol lamullgarn;58419 burgunder;linje ikke hos SF;;
INGEN;Sol lamullgarn;58418 dyp mørk grønn;linje ikke hos SF;;
INGEN;Sol lamullgarn;58417 marineblå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58408 lys blå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58407 gammelrosa;linje ikke hos SF;;
INGEN;Sol lamullgarn;58406 rød;linje ikke hos SF;;
INGEN;Sol lamullgarn;58405 rødlig oransje;linje ikke hos SF;;
INGEN;Sol lamullgarn;58404 oker;linje ikke hos SF;;
INGEN;Sol lamullgarn;58403 mellombrun;linje ikke hos SF;;
INGEN;Sol lamullgarn;58402 beige;linje ikke hos SF;;
INGEN;Sol lamullgarn;58401 lys gul;linje ikke hos SF;;
INGEN;Sol lamullgarn;58409 lys blågrå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58410 lys grønnturkis;linje ikke hos SF;;
INGEN;Sol lamullgarn;58413 melert lys grå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58412 lys grønn;linje ikke hos SF;;
INGEN;Sol lamullgarn;58411 lys flyblå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58416 blek rosa;linje ikke hos SF;;
INGEN;Sol lamullgarn;58415 koksgrå;linje ikke hos SF;;
INGEN;Sol lamullgarn;58414 svart;linje ikke hos SF;;
INGEN;Sol lamullgarn;58400 ubleket hvit;linje ikke hos SF;;
INGEN;KlompeLOMPE Tynn Merinoull;4043 plommerosa;linje ikke hos SF;;
INGEN;KlompeLOMPE Tynn Merinoull;3544 brunrosa;linje ikke hos SF;;
INGEN;KlompeLOMPE Tynn Merinoull;3332 pudderbrun;linje ikke hos SF;;
INGEN;KlompeLOMPE Tynn Merinoull;3837 roed tegl;linje ikke hos SF;;
INGEN;Bomull Sport;300 Natur;linje ikke hos SF;;
INGEN;Bomull Sport;301 Svart;linje ikke hos SF;;
INGEN;Bomull Sport;302 Hvit;linje ikke hos SF;;
INGEN;Bomull Sport;305 Mørk rød;linje ikke hos SF;;
INGEN;Bomull Sport;307 Marine;linje ikke hos SF;;
INGEN;Bomull Sport;323 Lys rosa;linje ikke hos SF;;
INGEN;Bomull Sport;326 Fiolblå;linje ikke hos SF;;
INGEN;Bomull Sport;331 Lyng;linje ikke hos SF;;
INGEN;Bomull Sport;337 Oransje;linje ikke hos SF;;
INGEN;Bomull Sport;340 Lys blå;linje ikke hos SF;;
INGEN;Bomull Sport;357 Gul;linje ikke hos SF;;
INGEN;Bomull Sport;365 Oliven;linje ikke hos SF;;
INGEN;Bomull Sport;375 Brun;linje ikke hos SF;;
INGEN;Bomull Sport;381 Sølvgrå;linje ikke hos SF;;
INGEN;Bomull Sport;384 Kitt;linje ikke hos SF;;
INGEN;Bomull Sport;385 Dus rose;linje ikke hos SF;;
INGEN;Bomull Sport;386 Blågrønn;linje ikke hos SF;;
INGEN;Bomull Sport;388 Lys denim;linje ikke hos SF;;
INGEN;Bomull Sport;390 Pink;linje ikke hos SF;;
INGEN;Bomull Sport;391 Skarp grønn;linje ikke hos SF;;
INGEN;Bomull Sport;392 Nøttebrun;linje ikke hos SF;;
INGEN;Bomull Sport;393 Muldvarp;linje ikke hos SF;;
INGEN;Bomull Sport;394 Gul/Oransje print;linje ikke hos SF;;
INGEN;Bomull Sport;395 Rosa/Oransje print;linje ikke hos SF;;
INGEN;Bomull Sport;396 Turkis/Lilla print;linje ikke hos SF;;
INGEN;Bomull Sport;397 Grønn/Petrol print;linje ikke hos SF;;
INGEN;Bomull Sport;398 Teblad;linje ikke hos SF;;
INGEN;Bomull Sport;399 Flamingo;linje ikke hos SF;;
INGEN;Bomull Sport;400 Lys gul;linje ikke hos SF;;
INGEN;Bomull Sport;401 Pæregrønn;linje ikke hos SF;;
INGEN;Bomull Sport;402 Tropisk blå;linje ikke hos SF;;
INGEN;Bomull Sport;403 Honningmelon;linje ikke hos SF;;
INGEN;Bomull Sport;404 Purpur;linje ikke hos SF;;
INGEN;Bomull Sport;405 Solgul;linje ikke hos SF;;
INGEN;Cortina Soft;700 Natur;linje ikke hos SF;;
INGEN;Cortina Soft;701 Svart;linje ikke hos SF;;
INGEN;Cortina Soft;703 Lys grå melert;linje ikke hos SF;;
INGEN;Cortina Soft;705 Grå melert;linje ikke hos SF;;
INGEN;Cortina Soft;706 Marine;linje ikke hos SF;;
INGEN;Cortina Soft;709 Valmue rød;linje ikke hos SF;;
INGEN;Cortina Soft;727 Koks melert;linje ikke hos SF;;
INGEN;Cortina Soft;757 Gul;linje ikke hos SF;;
INGEN;Cortina Soft;786 Denim;linje ikke hos SF;;
INGEN;Cortina Soft;794 Hvit;linje ikke hos SF;;
INGEN;Cortina Soft;797 Beige;linje ikke hos SF;;
INGEN;Cortina Soft;798 Brun melert;linje ikke hos SF;;
INGEN;Cortina Soft;799 Kamel;linje ikke hos SF;;
INGEN;Cortina Soft;803 Oker;linje ikke hos SF;;
INGEN;Cortina Soft;804 Flamingo print;linje ikke hos SF;;
INGEN;Cortina Soft;805 Lollipop print;linje ikke hos SF;;
INGEN;Cortina Soft;806 Sukkertøy print;linje ikke hos SF;;
INGEN;Cortina Soft;808 Blå print;linje ikke hos SF;;
INGEN;Cortina Soft;809 Armygrønn;linje ikke hos SF;;
INGEN;Cortina Soft;810 Indigoblå;linje ikke hos SF;;
INGEN;Cortina Soft;811 Kitt tweed;linje ikke hos SF;;
INGEN;Cortina Soft;812 Lys gul;linje ikke hos SF;;
INGEN;Cortina Soft;813 Mørk brun melert;linje ikke hos SF;;
INGEN;Cortina Soft;814 Lys denim;linje ikke hos SF;;
INGEN;Cortina Soft;815 Turkis melert;linje ikke hos SF;;
INGEN;Cortina Soft;816 Blålilla melert;linje ikke hos SF;;
INGEN;Cortina Soft;817 Grønn melert;linje ikke hos SF;;
INGEN;Cortina Soft;818 Rosa melert;linje ikke hos SF;;
INGEN;Fritidsgarn;2573 monks robe;farge ikke hos SF;;
INGEN;Fritidsgarn;4372 dyp burgunder;farge ikke hos SF;;
INGEN;Fritidsgarn;7772 rainforest;farge ikke hos SF;;
INGEN;Fritidsgarn;9564 matcha;farge ikke hos SF;;
INGEN;Lamull;L11 Natur;linje ikke hos SF;;
INGEN;Lamull;422 Mørk brun;linje ikke hos SF;;
INGEN;Lamull;411 Brun melert;linje ikke hos SF;;
INGEN;Lamull;L34 Brun;linje ikke hos SF;;
INGEN;Lamull;125 Kasjmir;linje ikke hos SF;;
INGEN;Lamull;4078 Lys beige melert;linje ikke hos SF;;
INGEN;Lamull;L10 Hvit;linje ikke hos SF;;
INGEN;Lamull;L12 Lys gråmelert;linje ikke hos SF;;
INGEN;Lamull;L13 Grå melert;linje ikke hos SF;;
INGEN;Lamull;L05 Mørk gråmelert;linje ikke hos SF;;
INGEN;Lamull;L15 Svart;linje ikke hos SF;;
INGEN;Lamull;4387 Mørk blågrå;linje ikke hos SF;;
INGEN;Lamull;L43 Rød;linje ikke hos SF;;
INGEN;Lamull;L29 Kobberrød;linje ikke hos SF;;
INGEN;Lamull;L35 Mørk rød;linje ikke hos SF;;
INGEN;Lamull;95 Tomatrød;linje ikke hos SF;;
INGEN;Lamull;L27 Guloransje;linje ikke hos SF;;
INGEN;Lamull;L61 Solgul;linje ikke hos SF;;
INGEN;Lamull;4095 Kremgul;linje ikke hos SF;;
INGEN;Lamull;190 Pistasje;linje ikke hos SF;;
INGEN;Lamull;L54 Jadegrønn;linje ikke hos SF;;
INGEN;Lamull;112 Spiregrønn;linje ikke hos SF;;
INGEN;Lamull;L94 Mørk grønn;linje ikke hos SF;;
INGEN;Lamull;L31 Dyp grønn;linje ikke hos SF;;
INGEN;Lamull;486 Mørk mosegrønn;linje ikke hos SF;;
INGEN;Lamull;488 Mørk burgunder;linje ikke hos SF;;
INGEN;Lamull;496 Rødlilla;linje ikke hos SF;;
INGEN;Lamull;105 Lavendel;linje ikke hos SF;;
INGEN;Lamull;115 Lys rosa;linje ikke hos SF;;
INGEN;Lamull;38 Rosa sky;linje ikke hos SF;;
INGEN;Lamull;37 Blå puddel;linje ikke hos SF;;
INGEN;Lamull;L22 Lys blå;linje ikke hos SF;;
INGEN;Lamull;L70 Lys turkis;linje ikke hos SF;;
INGEN;Lamull;L51 Himmelblå;linje ikke hos SF;;
INGEN;Lamull;437 Blå;linje ikke hos SF;;
INGEN;Lamull;L68 Bondeblå;linje ikke hos SF;;
INGEN;Lamull;L26 Gråblå;linje ikke hos SF;;
INGEN;Lamull;L57 Marineblå;linje ikke hos SF;;
INGEN;Fluff;401 Hvit;linje ikke hos SF;;
INGEN;Fluff;425 Beige dots;linje ikke hos SF;;
INGEN;Fluff;402 Lys grå;linje ikke hos SF;;
INGEN;Fluff;403 Grå;linje ikke hos SF;;
INGEN;Fluff;404 Lys beige;linje ikke hos SF;;
INGEN;Fluff;405 Brun;linje ikke hos SF;;
INGEN;Fluff;406 Svart;linje ikke hos SF;;
INGEN;Fluff;407 Lys blå;linje ikke hos SF;;
INGEN;Fluff;408 Kongeblå;linje ikke hos SF;;
INGEN;Fluff;409 Denim;linje ikke hos SF;;
INGEN;Fluff;410 Karibisk blå;linje ikke hos SF;;
INGEN;Fluff;411 Lys lilac;linje ikke hos SF;;
INGEN;Fluff;412 Lavendel;linje ikke hos SF;;
INGEN;Fluff;413 Lys rosa;linje ikke hos SF;;
INGEN;Fluff;414 Flamingo;linje ikke hos SF;;
INGEN;Fluff;415 Fuksia;linje ikke hos SF;;
INGEN;Fluff;416 Mørk rosa;linje ikke hos SF;;
INGEN;Fluff;417 Rød;linje ikke hos SF;;
INGEN;Fluff;418 Honningmelon;linje ikke hos SF;;
INGEN;Fluff;419 Pæregrønn;linje ikke hos SF;;
INGEN;Fluff;420 Teblad;linje ikke hos SF;;
INGEN;Fluff;421 Eplemint;linje ikke hos SF;;
INGEN;Fluff;422 Flaskegrønn;linje ikke hos SF;;
INGEN;Fluff;423 Marine;linje ikke hos SF;;
INGEN;Fluff;424 Lys gul;linje ikke hos SF;;
INGEN;Fluff;426 Pink dots;linje ikke hos SF;;
INGEN;Fluff;427 Blå dots;linje ikke hos SF;;
INGEN;Fluff;428 Lollipop dots;linje ikke hos SF;;
INGEN;Førbi;3001 Hvit;linje ikke hos SF;;
INGEN;Førbi;3002 Beige;linje ikke hos SF;;
INGEN;Førbi;3003 Brun;linje ikke hos SF;;
INGEN;Førbi;3004 Lys grå;linje ikke hos SF;;
INGEN;Førbi;3005 Grå;linje ikke hos SF;;
INGEN;Førbi;3006 Svart;linje ikke hos SF;;
INGEN;Førbi;3007 Kamel;linje ikke hos SF;;
INGEN;Førbi;3008 Lys gråbrun;linje ikke hos SF;;
INGEN;Førbi;3009 Oker;linje ikke hos SF;;
INGEN;Mitu;Natur - SFN10;linje ikke hos SF;;
INGEN;Mitu;1108 Gammelhvit;linje ikke hos SF;;
INGEN;Mitu;0488 Mørk burgunder;linje ikke hos SF;;
INGEN;Mitu;8287 Lys grønn;linje ikke hos SF;;
INGEN;Mitu;6409 Smørgul;linje ikke hos SF;;
INGEN;Mitu;2230 Rustrød;linje ikke hos SF;;
INGEN;Mitu;4941 Lys blå;linje ikke hos SF;;
INGEN;Mitu;0055 Himmelblå;linje ikke hos SF;;
INGEN;Mitu;4967 Jeansblå;linje ikke hos SF;;
INGEN;Mitu;4922 Kongeblå;linje ikke hos SF;;
INGEN;Mitu;6416 Marineblå;linje ikke hos SF;;
INGEN;Mitu;1900 Mørk grønn;linje ikke hos SF;;
INGEN;Mitu;3935 Mosegrønn;linje ikke hos SF;;
INGEN;Mitu;0244 Petrol;linje ikke hos SF;;
INGEN;Mitu;5340 Grønn;linje ikke hos SF;;
INGEN;Mitu;0496 Spiregrønn;linje ikke hos SF;;
INGEN;Mitu;6315 Eplegrønn;linje ikke hos SF;;
INGEN;Mitu;0319 Lys Lime;linje ikke hos SF;;
INGEN;Mitu;8401 Lys rosa;linje ikke hos SF;;
INGEN;Mitu;0063 Gråblå;linje ikke hos SF;;
INGEN;Mitu;0115 Rosa;linje ikke hos SF;;
INGEN;Mitu;0056 Lys lilla;linje ikke hos SF;;
INGEN;Mitu;5090 Lilla;linje ikke hos SF;;
INGEN;Mitu;4932 Rød;linje ikke hos SF;;
INGEN;Mitu;6085 Dyp rød;linje ikke hos SF;;
INGEN;Mitu;0052 Varm gul;linje ikke hos SF;;
INGEN;Fryd;603 Hvit;linje ikke hos SF;;
INGEN;Fryd;604 Natur;linje ikke hos SF;;
INGEN;Fryd;615 Beige melert;linje ikke hos SF;;
INGEN;Fryd;616 Mørk brun melert;linje ikke hos SF;;
INGEN;Fryd;618 Svart;linje ikke hos SF;;
INGEN;Fryd;619 Kamel;linje ikke hos SF;;
INGEN;Fryd;624 Karbisk blå;linje ikke hos SF;;
INGEN;Fryd;627 Skarp grønn;linje ikke hos SF;;
INGEN;Fryd;628 Gul;linje ikke hos SF;;
INGEN;Hygge;2101 Hvit;linje ikke hos SF;;
INGEN;Hygge;2102 Svart;linje ikke hos SF;;
INGEN;Hygge;2103 Lys brun;linje ikke hos SF;;
INGEN;Hygge;2104 Kamel;linje ikke hos SF;;
INGEN;Hygge;2105 Mørk brun;linje ikke hos SF;;
INGEN;Hygge;2106 Lys grå;linje ikke hos SF;;
INGEN;Hygge;2107 Grå;linje ikke hos SF;;
INGEN;Hygge;2108 Rød;linje ikke hos SF;;
INGEN;Hygge;2109 Lys gul;linje ikke hos SF;;
INGEN;Hygge;2110 Lys rosa;linje ikke hos SF;;
INGEN;Hygge;2111 Lys lavendel;linje ikke hos SF;;
INGEN;Hygge;2112 Lys blå;linje ikke hos SF;;
INGEN;Hygge;2113 Mint;linje ikke hos SF;;
INGEN;Hygge;2114 Grønn;linje ikke hos SF;;
INGEN;Babyull lanett;4372 dyp burgunder;farge ikke hos SF;;
INGEN;Babyull lanett;2573 monks robe;farge ikke hos SF;;
INGEN;Babyull lanett;5824 provance blue;farge ikke hos SF;;
INGEN;Hygge Multi;6401 Blå/grå dots;linje ikke hos SF;;
INGEN;Hygge Multi;6403 Grønn/lilla/blå dots;linje ikke hos SF;;
INGEN;Hygge Multi;6404 Oransje/rød/grå dots;linje ikke hos SF;;
INGEN;Hygge Multi;6405 Blå/mint dots;linje ikke hos SF;;
INGEN;Hygge Multi;6406 Grå/rosa dots;linje ikke hos SF;;
INGEN;Pandora;219 Natur;linje ikke hos SF;;
INGEN;Pandora;242 Rødbrun;linje ikke hos SF;;
INGEN;Pandora;241 Kamelbrun;linje ikke hos SF;;
INGEN;Pandora;308 Oker;linje ikke hos SF;;
INGEN;Pandora;328 Aleminium;linje ikke hos SF;;
INGEN;Pandora;286 Beige;linje ikke hos SF;;
INGEN;Pandora;238 Lys beige;linje ikke hos SF;;
INGEN;Pandora;221 Krem;linje ikke hos SF;;
INGEN;Pandora;296 Hvit;linje ikke hos SF;;
INGEN;Pandora;239 Kitt;linje ikke hos SF;;
INGEN;Pandora;210 Lys grå;linje ikke hos SF;;
INGEN;Pandora;305 Stålgrå;linje ikke hos SF;;
INGEN;Pandora;232 Rosa;linje ikke hos SF;;
INGEN;Pandora;222 Mørk gammelrosa;linje ikke hos SF;;
INGEN;Pandora;227 Gml rosa;linje ikke hos SF;;
INGEN;Pandora;288 Dus rosa;linje ikke hos SF;;
INGEN;Pandora;231 Lys rosa;linje ikke hos SF;;
INGEN;Pandora;251 Mørk rosa;linje ikke hos SF;;
INGEN;Pandora;259 Bringebærrød;linje ikke hos SF;;
INGEN;Pandora;314 Rød;linje ikke hos SF;;
INGEN;Pandora;258 Korall;linje ikke hos SF;;
INGEN;Pandora;225 Mørk oransje;linje ikke hos SF;;
INGEN;Pandora;278 orange;linje ikke hos SF;;
INGEN;Pandora;333 Liljegul;linje ikke hos SF;;
INGEN;Pandora;304 Petrol;linje ikke hos SF;;
INGEN;Pandora;339 Turkis;linje ikke hos SF;;
INGEN;Pandora;337 Barnål;linje ikke hos SF;;
INGEN;Pandora;307 Mørk grønn;linje ikke hos SF;;
INGEN;Pandora;309 Skogsgrønn;linje ikke hos SF;;
INGEN;Pandora;224 Grønn;linje ikke hos SF;;
INGEN;Pandora;325 Frossengrønn;linje ikke hos SF;;
INGEN;Pandora;223 Lys kakigrønn;linje ikke hos SF;;
INGEN;Pandora;324 Strå;linje ikke hos SF;;
INGEN;Pandora;201 Lys gul;linje ikke hos SF;;
INGEN;Pandora;237 Lys grålilla;linje ikke hos SF;;
INGEN;Pandora;279 Lilla;linje ikke hos SF;;
INGEN;Pandora;311 Mørk blå;linje ikke hos SF;;
INGEN;Pandora;287 Isblå;linje ikke hos SF;;
INGEN;Pandora;276 Lys gråblå;linje ikke hos SF;;
INGEN;Pandora;340 Frisk blå;linje ikke hos SF;;
INGEN;Pandora;265 Lys blå;linje ikke hos SF;;
INGEN;Pandora;310 Himmelblå;linje ikke hos SF;;
INGEN;Pandora;269 Jeansblå;linje ikke hos SF;;
INGEN;Pandora;272 Klar blå;linje ikke hos SF;;
INGEN;Pandora;312 Midnattsblå;linje ikke hos SF;;
INGEN;Pandora;277 Marine;linje ikke hos SF;;
INGEN;Pandora;338 Antrasitt;linje ikke hos SF;;
INGEN;Pandora;299 Sort;linje ikke hos SF;;
INGEN;Pandora;Brun - UT 234;linje ikke hos SF;;
