status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
INGEN;Fjell sokkegarn;04110 lys grå;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04100 ubleket hvit;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04514 blågrå;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04513 bonderød;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04511 svart;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04501 hvit/grå molinert;linje ikke hos SF;;
INGEN;Cooking in Cairo;502 Black;linje ikke hos SF;;
INGEN;Cooking in Cairo;503 Grey melange;linje ikke hos SF;;
INGEN;Cooking in Cairo;505 Powder;linje ikke hos SF;;
INGEN;Cooking in Cairo;506 Pampas;linje ikke hos SF;;
INGEN;Cooking in Cairo;507 Caramel;linje ikke hos SF;;
INGEN;Cooking in Cairo;508 Peony pink;linje ikke hos SF;;
INGEN;Cooking in Cairo;509 Conch shell;linje ikke hos SF;;
INGEN;Cooking in Cairo;510 Corn yellow;linje ikke hos SF;;
INGEN;Cooking in Cairo;511 Moss;linje ikke hos SF;;
INGEN;Cooking in Cairo;512 Green leaf;linje ikke hos SF;;
INGEN;Cooking in Cairo;513 Light blue;linje ikke hos SF;;
INGEN;Cooking in Cairo;514 Stone blue;linje ikke hos SF;;
INGEN;Cooking in Cairo;515 Navy blue;linje ikke hos SF;;
INGEN;Cooking in Cairo;516 Pink;linje ikke hos SF;;
INGEN;Cooking in Cairo;517 Orange;linje ikke hos SF;;
INGEN;Cooking in Cairo;518 Red;linje ikke hos SF;;
INGEN;Cooking in Cairo;519 Yellow;linje ikke hos SF;;
INGEN;Cooking in Cairo;520 Matcha green;linje ikke hos SF;;
INGEN;Cooking in Cairo;521 Apple mint;linje ikke hos SF;;
INGEN;Cooking in Cairo;522 Turquoise;linje ikke hos SF;;
INGEN;Cooking in Cairo;523 Light lavender;linje ikke hos SF;;
INGEN;Cooking in Cairo;524 Charcoal;linje ikke hos SF;;
INGEN;Cooking in Cairo;525 Brown;linje ikke hos SF;;
INGEN;Pernilla;387 Pistachio Mist;farge ikke hos SF;;
INGEN;Pernilla;olive-noir Olive Noir;farge ikke hos SF;;
INGEN;Pernilla;toffee Toffee;farge ikke hos SF;;
INGEN;Pernilla;dark-bordeaux Dark Bordeaux;farge ikke hos SF;;
INGEN;Pernilla;821 Macaron (melange);farge ikke hos SF;;
INGEN;Pernilla;820 Isabella (melange);farge ikke hos SF;;
INGEN;Pernilla;champagne Champagne;farge ikke hos SF;;
INGEN;Pernilla;buttercup Buttercup;farge ikke hos SF;;
INGEN;Pernilla;sorrel Sorrel;farge ikke hos SF;;
INGEN;Pernilla;359 Spruce Green;farge ikke hos SF;;
INGEN;Pernilla;823 Juniper (melange);farge ikke hos SF;;
INGEN;Pernilla;gasoline Gasoline;farge ikke hos SF;;
INGEN;Pernilla;blue-mist Blue Mist;farge ikke hos SF;;
INGEN;Pernilla;bright-cobalt Bright Cobalt;farge ikke hos SF;;
INGEN;Pernilla;955 Medium Grey (melange);farge ikke hos SF;;
INGEN;Pernilla;deep-mahogany Deep Mahogany;farge ikke hos SF;;
INGEN;Alpakka Wool;549 Nøttebrun;farge ikke hos SF;;
INGEN;Alpakka Wool;550 Kamel;farge ikke hos SF;;
INGEN;Alpakka Wool;551 Gammelrosa;farge ikke hos SF;;
INGEN;Alpakka Wool;552 Muldvarp;farge ikke hos SF;;
INGEN;Alpakka Wool;553 Honning;farge ikke hos SF;;
INGEN;Alpakka Wool;554 Kitt;farge ikke hos SF;;
INGEN;Alpakka Wool;555 Rosa kamel;farge ikke hos SF;;
INGEN;Alpakka Wool;556 Pudderrosa;farge ikke hos SF;;
INGEN;Alpakka Wool;557 Pudderblå;farge ikke hos SF;;
INGEN;Alpakka Wool;558 Gul;farge ikke hos SF;;
INGEN;Alpakka Wool;559 Karibisk blå;farge ikke hos SF;;
INGEN;Alpakka Wool;560 Lys gul;farge ikke hos SF;;
INGEN;Alpakka Wool;561 Lys lilac;farge ikke hos SF;;
INGEN;Alpakka Wool;562 Pink;farge ikke hos SF;;
INGEN;Alpakka Wool;563 Tropisk blå;farge ikke hos SF;;
INGEN;Alpakka Wool;564 Klar rød;farge ikke hos SF;;
INGEN;Alpakka Wool;565 Grå/kamel print;farge ikke hos SF;;
INGEN;Alpakka Wool;566 Natur/brun/rød/safran print;farge ikke hos SF;;
INGEN;Alpakka Wool;567 Natur/rosa print;farge ikke hos SF;;
INGEN;Alpakka Wool;568 Sand/rosa print;farge ikke hos SF;;
INGEN;Alpakka Wool;569 Hvit/neon print;farge ikke hos SF;;
INGEN;Alpakka Wool;570 Hvit/blå print;farge ikke hos SF;;
INGEN;Alpakka Wool;571 Oransje;farge ikke hos SF;;
INGEN;Alpakka Wool;572 Rødlilla;farge ikke hos SF;;
INGEN;Alpakka Wool;573 Purpur;farge ikke hos SF;;
INGEN;Alpakka Wool;574 Bordeaux;farge ikke hos SF;;
INGEN;Alpakka Wool;575 Lyng;farge ikke hos SF;;
INGEN;Alpakka Wool;576 Flamingo;farge ikke hos SF;;
INGEN;Alpakka Wool;577 Antikkgrå melert;farge ikke hos SF;;
INGEN;Alpakka Wool;578 Kongeblå;farge ikke hos SF;;
INGEN;Alpakka Wool;579 Latte;farge ikke hos SF;;
INGEN;Alpakka Wool;580 Skogsgrønn melert;farge ikke hos SF;;
INGEN;Alpakka Wool;581 Skarp grønn;farge ikke hos SF;;
INGEN;Alpakka Wool;582 Teblad;farge ikke hos SF;;
INGEN;Alpakka Wool;583 Pæregrønn;farge ikke hos SF;;
INGEN;Alpakka Wool;584 Grønn;farge ikke hos SF;;
INGEN;Fjord sokkegarn;03586 melert mørk brun;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03585 melert mellombrun;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03584 melert lys brun;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03559 olivenbrun;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03572 rosa;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03558 støvet gulgrønn;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03564 korngul;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03571 lys salvie;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03563 lys gul;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03556 salvie;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03570 mørk olivengrønn;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03562 lys lilla;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03555 grålig petrol;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03569 kobber;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03560 pudderrosa;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03554 antrasitt;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03575 lys lime;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03574 lys rustoransje;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03568 kobberrød;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03573 mørk plommerød;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03567 rødlig oransje;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03546 lys grønnturkis;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03545 lys blågrå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03541 brun;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03542 beige;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03518 kobolt blå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03514 blågrå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03110 lys grå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03130 mørk grå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03521 dyp rosa;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03511 svart;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03504 bleket hvit;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03100 ubleket hvit;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03115 mellomgrå;linje ikke hos SF;;
INGEN;Fjord sokkegarn;03513 bonderød;linje ikke hos SF;;
INGEN;Caness;2501 Fruity Honey;linje ikke hos SF;;
INGEN;Caness;2502 Pink Splash;linje ikke hos SF;;
INGEN;Caness;2503 Sunshine;linje ikke hos SF;;
INGEN;Caness;2504 Caribbean Kiwi;linje ikke hos SF;;
INGEN;Caness;2505 Blue Purple;linje ikke hos SF;;
INGEN;Caness;2506 Ocean Breeze;linje ikke hos SF;;
INGEN;Caness;2507 Desert Heat;linje ikke hos SF;;
INGEN;Caness;2508 Stormy Clouds;linje ikke hos SF;;
INGEN;Caness;2509 Raspberry Beret;linje ikke hos SF;;
INGEN;Caness;2510 Bordeaux Blush;linje ikke hos SF;;
INGEN;Caness;2511 Autumn Leaves;linje ikke hos SF;;
INGEN;Cotton Alpakka;201 Natur;linje ikke hos SF;;
INGEN;Cotton Alpakka;202 Natur/grå mix;linje ikke hos SF;;
INGEN;Cotton Alpakka;203 Brun;linje ikke hos SF;;
INGEN;Cotton Alpakka;204 Rosa/lilla mix;linje ikke hos SF;;
INGEN;Cotton Alpakka;205 Grå;linje ikke hos SF;;
INGEN;Cotton Alpakka;206 Mørk blå;linje ikke hos SF;;
INGEN;Cotton Alpakka;207 Blå;linje ikke hos SF;;
INGEN;Cotton Alpakka;208 Jadegrønn;linje ikke hos SF;;
INGEN;Cotton Alpakka;209 Lys blå;linje ikke hos SF;;
INGEN;Cotton Alpakka;210 Mint;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62966 svart;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62965 mørk grå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62964 stålgrå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62963 ubleket hvit;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62962 beige;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62960 halvbleket hvit;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62956 brunlig gammelrosa;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62955 lys sjokoladebrun;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62951 cognac;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62950 okergul;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62945 olivengrønn;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62942 mørk ren grønn;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62935 sjøgrønn;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62934 bondeblå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62933 lys bondeblå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62932 varm lyseblå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62931 lys marineblå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62924 kongeblå;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62910 støvet mørk rosa;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62909 mørk roserød;linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62907 rød (kald);linje ikke hos SF;;
INGEN;Hjerte kamgarn superwash;62901 klar ren gul;linje ikke hos SF;;
INGEN;Alpaca Silk;811 Natur;linje ikke hos SF;;
INGEN;Alpaca Silk;2325 Svart;linje ikke hos SF;;
INGEN;Alpaca Silk;2343 Aubergine;linje ikke hos SF;;
INGEN;Alpaca Silk;2317 Kald brun;linje ikke hos SF;;
INGEN;Alpaca Silk;422 Mørk brun;linje ikke hos SF;;
INGEN;Alpaca Silk;2225 Lys brun;linje ikke hos SF;;
INGEN;Alpaca Silk;1314 Lys beige;linje ikke hos SF;;
INGEN;Alpaca Silk;4077 Sand;linje ikke hos SF;;
INGEN;Alpaca Silk;1315 Beige;linje ikke hos SF;;
INGEN;Alpaca Silk;1310 Lys grå;linje ikke hos SF;;
INGEN;Alpaca Silk;1360 Gråbrun;linje ikke hos SF;;
INGEN;Alpaca Silk;1311 Grå;linje ikke hos SF;;
INGEN;Alpaca Silk;2312 Mørk grå;linje ikke hos SF;;
INGEN;Alpaca Silk;8367 Pistasje;linje ikke hos SF;;
INGEN;Alpaca Silk;0324 Jadegrønn;linje ikke hos SF;;
INGEN;Alpaca Silk;8369 Kakigrønn;linje ikke hos SF;;
INGEN;Alpaca Silk;5339 Grønn;linje ikke hos SF;;
INGEN;Alpaca Silk;0961 Mørk grønn;linje ikke hos SF;;
INGEN;Alpaca Silk;2385 Flaskegrønn;linje ikke hos SF;;
INGEN;Alpaca Silk;2331 Mosegrønn;linje ikke hos SF;;
INGEN;Alpaca Silk;5594 Marine;linje ikke hos SF;;
INGEN;Alpaca Silk;2329 Marine;linje ikke hos SF;;
INGEN;Alpaca Silk;467 Kongeblå;linje ikke hos SF;;
INGEN;Alpaca Silk;1340 Gråblå;linje ikke hos SF;;
INGEN;Alpaca Silk;1389 Himmelblå;linje ikke hos SF;;
INGEN;Alpaca Silk;5114 Lys blå;linje ikke hos SF;;
INGEN;Alpaca Silk;7244 Blå puddel;linje ikke hos SF;;
INGEN;Alpaca Silk;1354 Oransje;linje ikke hos SF;;
INGEN;Alpaca Silk;1365 Rød;linje ikke hos SF;;
INGEN;Alpaca Silk;0956 Liljegul;linje ikke hos SF;;
INGEN;Alpaca Silk;6409 Lys strågul;linje ikke hos SF;;
INGEN;Alpaca Silk;1362 Gul;linje ikke hos SF;;
INGEN;Alpaca Silk;1338 Gammelrosa;linje ikke hos SF;;
INGEN;Alpaca Silk;0608 Dus rosa;linje ikke hos SF;;
INGEN;Alpaca Silk;1357 Lys rosa;linje ikke hos SF;;
INGEN;Alpaca Silk;1366 Flamingorosa;linje ikke hos SF;;
INGEN;Alpaca Silk;5279 Cerise;linje ikke hos SF;;
INGEN;Alpaca Silk;1358 Lys lilla;linje ikke hos SF;;
INGEN;Alpaca Silk;5769 Lys lilla;linje ikke hos SF;;
INGEN;Atlas;1099 svart;linje ikke hos SF;;
INGEN;Atlas;2573 monks robe;linje ikke hos SF;;
INGEN;Atlas;5575 marine;linje ikke hos SF;;
INGEN;Atlas;1012 natur;linje ikke hos SF;;
INGEN;Atlas;5824 provance blue;linje ikke hos SF;;
INGEN;Atlas;4219 true red;linje ikke hos SF;;
INGEN;Atlas;4202 lotus;linje ikke hos SF;;
INGEN;Atlas;1021 lys gramelert;linje ikke hos SF;;
INGEN;Atlas;1042 gramelert;linje ikke hos SF;;
INGEN;Atlas;1055 mork gramelert;linje ikke hos SF;;
INGEN;Atlas;3591 mork brunmelert;linje ikke hos SF;;
INGEN;Atlas;9072 mork gronnmelert;linje ikke hos SF;;
INGEN;Atlas;2001 butter yellow;linje ikke hos SF;;
INGEN;Atlas;2641 naturmelert;linje ikke hos SF;;
INGEN;Atlas;2650 grabeige melert;linje ikke hos SF;;
INGEN;Atlas;3021 lys beigemelert;linje ikke hos SF;;
INGEN;Peruvian;pistachio-mist Pistachio Mist;linje ikke hos SF;;
INGEN;Peruvian;383 Champagne;linje ikke hos SF;;
INGEN;Peruvian;388 Toffee;linje ikke hos SF;;
INGEN;Peruvian;386 Olive Noir;linje ikke hos SF;;
INGEN;Peruvian;284 Kumquat;linje ikke hos SF;;
INGEN;Peruvian;254 Coral;linje ikke hos SF;;
INGEN;Peruvian;215 Carrot;linje ikke hos SF;;
INGEN;Peruvian;256 Tile;linje ikke hos SF;;
INGEN;Peruvian;803 Rust (melange);linje ikke hos SF;;
INGEN;Peruvian;832 Burnt Sienna (melange);linje ikke hos SF;;
INGEN;Peruvian;225 Christmas Red;linje ikke hos SF;;
INGEN;Peruvian;345 Rosewood;linje ikke hos SF;;
INGEN;Peruvian;334 Light Blush;linje ikke hos SF;;
INGEN;Peruvian;227 Old Rose;linje ikke hos SF;;
INGEN;Peruvian;313 Bubblegum;linje ikke hos SF;;
INGEN;Peruvian;318 Ballerina;linje ikke hos SF;;
INGEN;Peruvian;flamingo Flamingo;linje ikke hos SF;;
INGEN;Peruvian;283 Calypso;linje ikke hos SF;;
INGEN;Peruvian;218 Chinese Red;linje ikke hos SF;;
INGEN;Peruvian;360 Azalea;linje ikke hos SF;;
INGEN;Peruvian;804 Merlot (melange);linje ikke hos SF;;
INGEN;Peruvian;382 Dark Bordeaux;linje ikke hos SF;;
INGEN;Peruvian;222 Plum;linje ikke hos SF;;
INGEN;Peruvian;344 Lilac Fog;linje ikke hos SF;;
INGEN;Peruvian;815 Lavender Grey (melange);linje ikke hos SF;;
INGEN;Peruvian;369 Slightly Purple;linje ikke hos SF;;
INGEN;Peruvian;258 Lilac;linje ikke hos SF;;
INGEN;Peruvian;259 Lavender;linje ikke hos SF;;
INGEN;Peruvian;235 Grape Royal;linje ikke hos SF;;
INGEN;Peruvian;145 Navy Blue;linje ikke hos SF;;
INGEN;Peruvian;270 Midnight Blue;linje ikke hos SF;;
INGEN;Peruvian;818 Fisherman Blue (melange);linje ikke hos SF;;
INGEN;Peruvian;bright-cobalt Bright Cobalt;linje ikke hos SF;;
INGEN;Peruvian;249 Cobalt Blue;linje ikke hos SF;;
INGEN;Peruvian;202 Teal;linje ikke hos SF;;
INGEN;Peruvian;814 Storm Blue (melange);linje ikke hos SF;;
INGEN;Peruvian;228 Smoke Blue;linje ikke hos SF;;
INGEN;Peruvian;141 Alaskan Blue;linje ikke hos SF;;
INGEN;Peruvian;281 Rime Frost;linje ikke hos SF;;
INGEN;Peruvian;333 Seafoam;linje ikke hos SF;;
INGEN;Peruvian;eucalyptus Eucalyptus;linje ikke hos SF;;
INGEN;Peruvian;801 Sea Green (melange);linje ikke hos SF;;
INGEN;Peruvian;147 Hunter Green;linje ikke hos SF;;
INGEN;Peruvian;emerald Emerald;linje ikke hos SF;;
INGEN;Peruvian;279 Juicy Green;linje ikke hos SF;;
INGEN;Peruvian;269 Toxic;linje ikke hos SF;;
INGEN;Peruvian;sprout Sprout;linje ikke hos SF;;
INGEN;Peruvian;809 Avocado (melange);linje ikke hos SF;;
INGEN;Peruvian;221 Thyme;linje ikke hos SF;;
INGEN;Peruvian;355 Green Tea;linje ikke hos SF;;
INGEN;Peruvian;196 French Vanilla;linje ikke hos SF;;
INGEN;Peruvian;136 Mustard;linje ikke hos SF;;
INGEN;Peruvian;255 Limelight;linje ikke hos SF;;
INGEN;Peruvian;223 Sunflower;linje ikke hos SF;;
INGEN;Peruvian;827 Dijon (melange);linje ikke hos SF;;
INGEN;Peruvian;352 Red Squirrel;linje ikke hos SF;;
INGEN;Peruvian;817 Cinnamon (melange);linje ikke hos SF;;
INGEN;Peruvian;356 Woodland Dawn;linje ikke hos SF;;
INGEN;Peruvian;203 Camel;linje ikke hos SF;;
INGEN;Peruvian;364 Chai;linje ikke hos SF;;
INGEN;Peruvian;977 Marzipan (melange);linje ikke hos SF;;
INGEN;Peruvian;978 Oatmeal (melange);linje ikke hos SF;;
INGEN;Peruvian;282 Bark;linje ikke hos SF;;
INGEN;Peruvian;973 Nougat (melange);linje ikke hos SF;;
INGEN;Peruvian;241 Chestnut;linje ikke hos SF;;
INGEN;Peruvian;975 Dark Chocolate (melange);linje ikke hos SF;;
INGEN;Peruvian;102 Black;linje ikke hos SF;;
INGEN;Peruvian;956 Charcoal (melange);linje ikke hos SF;;
INGEN;Peruvian;219 Antracite;linje ikke hos SF;;
INGEN;Peruvian;833 Limpopo (melange);linje ikke hos SF;;
INGEN;Peruvian;955 Medium Grey (melange);linje ikke hos SF;;
INGEN;Peruvian;812 Granite (melange);linje ikke hos SF;;
INGEN;Peruvian;954 Light Grey (melange);linje ikke hos SF;;
INGEN;Peruvian;957 Very Light Grey (melange);linje ikke hos SF;;
INGEN;Peruvian;winter-grey-melange- Winter Grey (melange);linje ikke hos SF;;
INGEN;Peruvian;100 Snow White;linje ikke hos SF;;
INGEN;Peruvian;101 Natural White;linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448096 lys brun (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448073 mørk grå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448038 mørk rødbrun (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448102 lys gråblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448103 lys oliven(100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448093 rødbrun (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448092 messinggul (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448060 kongeblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448035 rødgylden beige (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448034 cognac (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448026 ubleket hvit (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448090 jaktgrønn (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448069 dempet grågrønn (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448068 blek eplegrønn (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448105 blek rosa (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448070 lys grønngrå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448046 lys rødlig beige (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448045 mørk gammelrosa (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448028 lys lavendel (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448022 mørk blålig grønn (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448011 lys burgunderrød (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448095 lys bondeblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448108 lys oransjerød (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448018 varm lyseblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448019 turkisblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448104 lys turkisblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448112 mørk brun (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448109 vinrød (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448107 okergul (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448106 ecru (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448097 brun (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448085 lys gammelrosa (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448072 lys rødlig grå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448037 beige (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448030 svart (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448014 marineblå (100 g hesper);linje ikke hos SF;;
INGEN;Huldra kamgarn (hesper);448013 mørk rødlilla (100 g hesper);linje ikke hos SF;;
INGEN;Alpakka Lin;11466 Tweed Lys beige;farge ikke hos SF;;
INGEN;Alpakka Lin;18166 Tweed Natur;farge ikke hos SF;;
INGEN;Alpakka Lin;16066 Tweed Varm grå;farge ikke hos SF;;
INGEN;Alpakka Lin;21266 Tweed Mørk grå;farge ikke hos SF;;
INGEN;Alpakka Lin;21798 Tweed Mørk brun;farge ikke hos SF;;
INGEN;Alpakka Lin;1353 Mintgrønn;farge ikke hos SF;;
INGEN;Alpakka Lin;1398 Kremgul;farge ikke hos SF;;
INGEN;Alpakka Lin;Flamingorosa- 1366;farge ikke hos SF;;
INGEN;Alpakka Lin;1365 Rød;farge ikke hos SF;;
INGEN;Alpakka Lin;1374 Rosa sky;farge ikke hos SF;;
INGEN;Faerytale;766 Turkis melert;farge ikke hos SF;;
INGEN;Faerytale;769 Olivengrønn melert;farge ikke hos SF;;
INGEN;Faerytale;790 Varm rosa;farge ikke hos SF;;
INGEN;Faerytale;800 Kanel;farge ikke hos SF;;
INGEN;Faerytale;802 Skarp grønn;farge ikke hos SF;;
INGEN;Faerytale;803 Pæregrønn;farge ikke hos SF;;
INGEN;Faerytale;804 Purpur;farge ikke hos SF;;
INGEN;Faerytale;805 Lilac;farge ikke hos SF;;
INGEN;Faerytale;806 Oransje;farge ikke hos SF;;
INGEN;Faerytale;808 Turkis;farge ikke hos SF;;
INGEN;Faerytale;809 Latte;farge ikke hos SF;;
INGEN;Faerytale;810 Kitt;farge ikke hos SF;;
INGEN;Faerytale;811 Lys lilac;farge ikke hos SF;;
INGEN;Faerytale;812 Gul;farge ikke hos SF;;
INGEN;Faerytale;813 Pink;farge ikke hos SF;;
INGEN;Faerytale;814 Hvit tweed;farge ikke hos SF;;
INGEN;Faerytale;815 Latte tweed;farge ikke hos SF;;
INGEN;Faerytale;816 Lys gråbrun melert tweed;farge ikke hos SF;;
INGEN;Faerytale;817 Mørk gråbrun melert tweed;farge ikke hos SF;;
INGEN;Faerytale;818 Lys grå melert tweed;farge ikke hos SF;;
INGEN;Faerytale;819 Lys gul;farge ikke hos SF;;
INGEN;Faerytale;820 Karibisk blå;farge ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42126;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42116;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42106;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42086;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42076;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42066;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42056;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42046;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42036;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42026;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT42016;linje ikke hos SF;;
INGEN;Isager Aran Tweed;75AT2096;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38156;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38146;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38136;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38126;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38116;linje ikke hos SF;;
INGEN;Isager Hør Organic;75HO38106;linje ikke hos SF;;
INGEN;Pus;4050 Nougat;farge ikke hos SF;;
INGEN;Pus;4055 Skarp grønn;farge ikke hos SF;;
INGEN;Pus;4056 Pæregrønn;farge ikke hos SF;;
